,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,544.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
1,h2pc,mi,0.01,bic,544.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
2,h2pc,mi,0.05,bde,560.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
3,h2pc,mi,0.05,bic,560.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
4,h2pc,mi,0.1,bde,566.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
5,h2pc,mi,0.1,bic,566.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
6,h2pc,x2,0.01,bde,546.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
7,h2pc,x2,0.01,bic,546.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
8,h2pc,x2,0.05,bde,558.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
9,h2pc,x2,0.05,bic,558.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
10,h2pc,x2,0.1,bde,563.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
11,h2pc,x2,0.1,bic,563.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
12,mmhc,mi,0.01,bde,764.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
13,mmhc,mi,0.01,bic,764.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
14,mmhc,mi,0.05,bde,814.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
15,mmhc,mi,0.05,bic,814.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
16,mmhc,mi,0.1,bde,830.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
17,mmhc,mi,0.1,bic,830.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
18,mmhc,x2,0.01,bde,760.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
19,mmhc,x2,0.01,bic,760.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
20,mmhc,x2,0.05,bde,796.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
21,mmhc,x2,0.05,bic,796.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
22,mmhc,x2,0.1,bde,814.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
23,mmhc,x2,0.1,bic,814.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-3326.7779885959762,-3512.005532180403
