,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
1,h2pc,mi,0.01,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
2,h2pc,mi,0.05,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
3,h2pc,mi,0.05,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
4,h2pc,mi,0.1,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
5,h2pc,mi,0.1,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
6,h2pc,x2,0.01,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
7,h2pc,x2,0.01,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
8,h2pc,x2,0.05,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
9,h2pc,x2,0.05,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
10,h2pc,x2,0.1,bde,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
11,h2pc,x2,0.1,bic,94.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
12,mmhc,mi,0.01,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
13,mmhc,mi,0.01,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
14,mmhc,mi,0.05,bde,156.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
15,mmhc,mi,0.05,bic,156.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
16,mmhc,mi,0.1,bde,156.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
17,mmhc,mi,0.1,bic,156.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
18,mmhc,x2,0.01,bde,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
19,mmhc,x2,0.01,bic,152.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
20,mmhc,x2,0.05,bde,156.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
21,mmhc,x2,0.05,bic,156.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
22,mmhc,x2,0.1,bde,156.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
23,mmhc,x2,0.1,bic,156.0,2.0,4.0,0.8489583333333333,0.8333333333333333,0.8,0.96875,-758.0969276963943,-826.0308115679998
