,Algorithm,Test,Sig. level,Score,No. of calls,SHD,SID,PR AUC,ROC AUC,F1,Accuracy,BDeu,BIC
0,h2pc,mi,0.01,bde,1067.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
1,h2pc,mi,0.01,bic,1067.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
2,h2pc,mi,0.05,bde,1069.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
3,h2pc,mi,0.05,bic,1069.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
4,h2pc,mi,0.1,bde,1110.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
5,h2pc,mi,0.1,bic,1110.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
6,h2pc,x2,0.01,bde,1065.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
7,h2pc,x2,0.01,bic,1065.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
8,h2pc,x2,0.05,bde,1067.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
9,h2pc,x2,0.05,bic,1067.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
10,h2pc,x2,0.1,bde,1108.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
11,h2pc,x2,0.1,bic,1108.0,9.0,21.0,0.7638888888888888,0.75,0.6666666666666666,0.9722222222222222,-311078.0848468861,-311484.2074311325
12,mmhc,mi,0.01,bde,826.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-301264.63259598135,-302258.33961209666
13,mmhc,mi,0.01,bic,826.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-301264.63259598135,-302258.33961209666
14,mmhc,mi,0.05,bde,830.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-301264.63259598135,-302258.33961209666
15,mmhc,mi,0.05,bic,830.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-301264.63259598135,-302258.33961209666
16,mmhc,mi,0.1,bde,907.0,7.0,19.0,0.816358024691358,0.8055555555555556,0.7586206896551725,0.9783950617283951,-304439.5166517587,-305237.39385954075
17,mmhc,mi,0.1,bic,907.0,7.0,19.0,0.816358024691358,0.8055555555555556,0.7586206896551725,0.9783950617283951,-304439.5166517587,-305237.39385954075
18,mmhc,x2,0.01,bde,826.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-301264.63259598135,-302258.33961209666
19,mmhc,x2,0.01,bic,826.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-301264.63259598135,-302258.33961209666
20,mmhc,x2,0.05,bde,830.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-301264.63259598135,-302258.33961209666
21,mmhc,x2,0.05,bic,830.0,6.0,18.0,0.8425925925925926,0.8333333333333333,0.8,0.9814814814814815,-301264.63259598135,-302258.33961209666
22,mmhc,x2,0.1,bde,907.0,7.0,19.0,0.816358024691358,0.8055555555555556,0.7586206896551725,0.9783950617283951,-304439.5166517587,-305237.39385954075
23,mmhc,x2,0.1,bic,907.0,7.0,19.0,0.816358024691358,0.8055555555555556,0.7586206896551725,0.9783950617283951,-304439.5166517587,-305237.39385954075
